Frequency (Hz), |h_k|
3.616333007812500000e+02,9.443696841731843961e+01
3.616638183593750000e+02,2.194674178096349237e+02
3.616943359375000000e+02,1.408401487494101616e+02
3.617248535156250000e+02,1.231810913593963477e+02
3.617553710937500000e+02,7.663365837501375211e+01
3.617858886718750000e+02,1.576296018408862381e+02
3.618164062500000000e+02,1.069527473992565092e+02
3.618469238281250000e+02,1.690660740039195957e+02
3.618774414062500000e+02,7.636138708432311262e+01
3.619079589843750000e+02,2.241154026267787174e+02
3.619384765625000000e+02,2.665853274331399803e+02
3.619689941406250000e+02,2.939703922513786551e+02
3.619995117187500000e+02,7.802004035891471290e+01
3.620300292968750000e+02,8.819981143661925671e+01
3.620605468750000000e+02,1.325613760003326149e+02
3.620910644531250000e+02,1.035445873178552603e+02
3.621215820312500000e+02,9.664613459092690562e+01
3.621520996093750000e+02,2.218145405805552173e+02
3.621826171875000000e+02,1.754459420500816407e+02
3.622131347656250000e+02,1.320321050895822736e+02
3.622436523437500000e+02,2.953740701022724693e+02
3.622741699218750000e+02,1.605014433725369827e+02
3.623046875000000000e+02,1.092852713357878827e+02
3.623352050781250000e+02,4.392699467986739137e+01
3.623657226562500000e+02,2.709066781361287326e+02
3.623962402343750000e+02,2.975398768238924063e+01
3.624267578125000000e+02,2.579010118828474560e+02
3.624572753906250000e+02,8.088547101889163571e+01
3.624877929687500000e+02,1.153136201709758097e+02
3.625183105468750000e+02,7.886360268327763379e+01
3.625488281250000000e+02,5.291577611085899235e+01
3.625793457031250000e+02,9.351180882752881018e+01
3.626098632812500000e+02,4.044852984664716189e+01
3.626403808593750000e+02,9.191030458173939621e+01
3.626708984375000000e+02,1.333593983749522067e+02
3.627014160156250000e+02,3.154510129601762287e+02
3.627319335937500000e+02,3.709908116036634738e+02
3.627624511718750000e+02,1.230810844438939569e+02
3.627929687500000000e+02,5.085121123708129858e+02
3.628234863281250000e+02,4.732423258085636917e+02
3.628540039062500000e+02,1.256974109011095834e+03
3.628845214843750000e+02,1.033007798729415754e+03
3.629150390625000000e+02,1.575536621394021495e+03
3.629455566406250000e+02,1.624088617942886685e+03
3.629760742187500000e+02,1.710186253011526560e+03
3.630065917968750000e+02,1.757965592470975935e+03
3.630371093750000000e+02,1.659047976127962102e+03
3.630676269531250000e+02,1.313813391532978812e+03
3.630981445312500000e+02,1.339103361573113716e+03
3.631286621093750000e+02,6.856783013556869264e+02
3.631591796875000000e+02,3.320032926085685858e+02
3.631896972656250000e+02,3.866031498456665076e+02
3.632202148437500000e+02,1.676823341579272721e+02
3.632507324218750000e+02,2.943972402464510196e+02
3.632812500000000000e+02,2.878311696057351909e+01
3.633117675781250000e+02,3.078995267185447346e+02
3.633422851562500000e+02,2.924757258422753807e+02
3.633728027343750000e+02,2.423998721906763478e+02
3.634033203125000000e+02,1.895650204684363587e+02
3.634338378906250000e+02,1.516215621322944003e+02
3.634643554687500000e+02,2.646042339043213474e+02
3.634948730468750000e+02,1.387534207277745963e+02
3.635253906250000000e+02,2.970182429292269148e+02
3.635559082031250000e+02,3.311731474144490761e+01
3.635864257812500000e+02,3.567365162597012613e+02
3.636169433593750000e+02,1.185235498569728065e+02
3.636474609375000000e+02,3.625415609533603600e+01
3.636779785156250000e+02,1.815142015300753258e+02
3.637084960937500000e+02,1.516144790926909991e+02
3.637390136718750000e+02,9.188352333595450716e+01
3.637695312500000000e+02,4.787380374390063054e+01
3.638000488281250000e+02,1.938416247662628393e+02
3.638305664062500000e+02,5.480264589099056849e+01
3.638610839843750000e+02,4.557016792420223794e+01
3.638916015625000000e+02,2.189918329806437214e+01
3.639221191406250000e+02,2.367092921813041073e+02
3.639526367187500000e+02,1.826891120269463045e+02
3.639831542968750000e+02,1.294056660911106462e+02
3.640136718750000000e+02,1.694974160861043799e+02
3.640441894531250000e+02,1.609529797667615867e+02
3.640747070312500000e+02,1.119197462019627807e+02
3.641052246093750000e+02,1.416797566610704848e+02
3.641357421875000000e+02,8.633668390577983587e+01
3.641662597656250000e+02,2.129238126384435645e+02
3.641967773437500000e+02,1.627504879940593412e+02
3.642272949218750000e+02,2.571287870203767056e+02
3.642578125000000000e+02,2.573627321063818840e+02
3.642883300781250000e+02,1.874219835418497837e+01
3.643188476562500000e+02,1.228504000586046914e+02
3.643493652343750000e+02,4.472550279456845601e+01
3.643798828125000000e+02,1.019072933341431622e+02
3.644104003906250000e+02,9.712898418010455259e+01
3.644409179687500000e+02,2.435168526671627376e+02
3.644714355468750000e+02,2.586126168970562276e+02
3.645019531250000000e+02,1.616776980936909638e+02
3.645324707031250000e+02,2.110854871952610381e+02
3.645629882812500000e+02,1.194248987144859910e+02
3.645935058593750000e+02,2.532088794954693753e+02
3.646240234375000000e+02,1.097145517292803163e+02
3.646545410156250000e+02,6.602754946229620714e+01
3.646850585937500000e+02,7.929349422947663584e+01
3.647155761718750000e+02,4.873749729738518965e+01
3.647460937500000000e+02,3.913230736350961081e+01
3.647766113281250000e+02,1.500237137352887373e+02
3.648071289062500000e+02,1.706210684679260225e+02
3.648376464843750000e+02,1.404005722380870225e+02
3.648681640625000000e+02,2.776014552977080143e+02
3.648986816406250000e+02,2.963592088544184833e+01
3.649291992187500000e+02,1.991659463878905285e+02
3.649597167968750000e+02,1.895919784165156443e+02
3.649902343750000000e+02,3.476031775594361761e+02
3.650207519531250000e+02,4.069494956505067762e+02
3.650512695312500000e+02,1.601890455510320237e+02
3.650817871093750000e+02,1.323220259207972731e+02
3.651123046875000000e+02,2.086587810143337265e+02
3.651428222656250000e+02,1.234487722948993706e+02
3.651733398437500000e+02,1.320597627970459769e+02
3.652038574218750000e+02,3.604057063234293992e+02
3.652343750000000000e+02,9.896111313528074049e+01
3.652648925781250000e+02,1.213049212278008042e+02
3.652954101562500000e+02,1.083405502543923120e+02
3.653259277343750000e+02,5.444888114591606154e+01
3.653564453125000000e+02,2.457131610233337824e+02
3.653869628906250000e+02,6.307914122869689777e+01
3.654174804687500000e+02,6.582779438449425413e+01
3.654479980468750000e+02,2.700714835494573407e+01
3.654785156250000000e+02,7.077242205802018304e+01
3.655090332031250000e+02,9.094994352588938114e+01
3.655395507812500000e+02,2.257615521861801255e+02
3.655700683593750000e+02,7.530085870594410835e+01
3.656005859375000000e+02,2.668226789998076924e+02
3.656311035156250000e+02,1.112343406056270538e+02
3.656616210937500000e+02,2.520462428162249751e+02
3.656921386718750000e+02,1.002249989198635092e+02
3.657226562500000000e+02,1.059697666124801287e+02
3.657531738281250000e+02,1.103959752796878178e+02
3.657836914062500000e+02,4.064332112676425481e+02
3.658142089843750000e+02,1.275845902337205473e+02
3.658447265625000000e+02,5.732977286929478566e+01
3.658752441406250000e+02,1.074232449475953928e+02
3.659057617187500000e+02,1.445027962325742976e+02
3.659362792968750000e+02,1.457944885720033312e+02
3.659667968750000000e+02,1.713905253921444967e+02
3.659973144531250000e+02,1.185488901243059274e+02
3.660278320312500000e+02,2.820041111076619131e+02
3.660583496093750000e+02,1.001654263100977715e+02
3.660888671875000000e+02,1.292854369839762683e+02
3.661193847656250000e+02,2.086196836174825933e+02
3.661499023437500000e+02,1.002754764580733564e+02
3.661804199218750000e+02,8.129804357019780525e+01
3.662109375000000000e+02,6.600591708615033326e+01
3.662414550781250000e+02,1.726769592175869832e+02
3.662719726562500000e+02,4.506869463321788061e+01
3.663024902343750000e+02,5.652992068366962286e+01
3.663330078125000000e+02,2.576683714026623875e+02
3.663635253906250000e+02,1.123859531567675418e+02
3.663940429687500000e+02,1.130054384618348706e+02
3.664245605468750000e+02,7.692877414679783499e+01
3.664550781250000000e+02,1.183847667662146961e+02
3.664855957031250000e+02,1.325698555169564656e+02
3.665161132812500000e+02,7.212082653658934817e+01
3.665466308593750000e+02,1.516536591398396752e+02
3.665771484375000000e+02,1.627451752340324731e+02
3.666076660156250000e+02,1.458327659830410994e+02
3.666381835937500000e+02,1.655982877601578593e+02
3.666687011718750000e+02,1.085174522389038287e+02
3.666992187500000000e+02,9.324998762482620407e+01
3.667297363281250000e+02,2.934518133707865672e+02
3.667602539062500000e+02,1.020996501581928868e+02
3.667907714843750000e+02,1.254460618528254798e+02
3.668212890625000000e+02,1.654670348194231337e+02
3.668518066406250000e+02,2.872001687402720904e+02
3.668823242187500000e+02,3.106327264603823437e+02
3.669128417968750000e+02,7.258635632595262166e+01
3.669433593750000000e+02,1.385480414702672647e+02
3.669738769531250000e+02,1.741051675845997124e+02
3.670043945312500000e+02,1.799556883403282086e+02
3.670349121093750000e+02,1.951052807425982962e+02
3.670654296875000000e+02,2.786862591322379785e+02
3.670959472656250000e+02,3.983996802588732322e+01
3.671264648437500000e+02,3.047864480891963126e+02
3.671569824218750000e+02,2.918069379462314714e+02
3.671875000000000000e+02,1.683107872187815985e+02
3.672180175781250000e+02,8.498563437237743301e+01
3.672485351562500000e+02,6.152775160553003531e+01
3.672790527343750000e+02,2.153885576108168891e+02
3.673095703125000000e+02,2.193933225417449648e+02
3.673400878906250000e+02,1.072712538602613677e+02
3.673706054687500000e+02,5.594201908028547621e+01
3.674011230468750000e+02,1.606271208223231497e+02
3.674316406250000000e+02,1.007468722936438041e+02
3.674621582031250000e+02,2.072233683779683702e+02
3.674926757812500000e+02,1.312593922188017643e+02
3.675231933593750000e+02,2.124202226404564726e+02
3.675537109375000000e+02,1.024528652516825815e+02
3.675842285156250000e+02,1.398256140051584282e+02
3.676147460937500000e+02,2.349160713743664530e+02
3.676452636718750000e+02,1.615627615027706838e+02
3.676757812500000000e+02,1.463009734713329237e+02
3.677062988281250000e+02,2.628581567622456419e+02
3.677368164062500000e+02,1.141261772234354481e+02
3.677673339843750000e+02,6.187705145669534801e+01
3.677978515625000000e+02,1.558636342638689314e+02
3.678283691406250000e+02,2.088994027539148703e+02
3.678588867187500000e+02,1.504817990125974632e+02
3.678894042968750000e+02,1.755563283870786506e+02
3.679199218750000000e+02,2.762098498809290277e+02
3.679504394531250000e+02,1.329971008561599604e+02
3.679809570312500000e+02,1.314093448812027987e+02
3.680114746093750000e+02,2.005810234792498079e+02
3.680419921875000000e+02,8.794320898524264862e+01
3.680725097656250000e+02,1.374984868825163176e+02
3.681030273437500000e+02,1.933379008314384180e+02
3.681335449218750000e+02,1.114555677120339681e+02
3.681640625000000000e+02,1.518427625425876499e+02
3.681945800781250000e+02,7.141632742135971057e+01
3.682250976562500000e+02,7.523402612951335300e+01
3.682556152343750000e+02,1.199850674276629974e+02
3.682861328125000000e+02,2.339735839834588376e+02
3.683166503906250000e+02,1.959121134125032029e+02
3.683471679687500000e+02,1.866286450193984194e+02
3.683776855468750000e+02,3.304548517460636390e+02
3.684082031250000000e+02,2.312559377392020679e+02
3.684387207031250000e+02,2.838471069486802776e+02
3.684692382812500000e+02,2.630013368143214620e+02
3.684997558593750000e+02,1.308364377116867843e+02
3.685302734375000000e+02,3.072150012460014636e+02
3.685607910156250000e+02,1.844478804978684252e+02
3.685913085937500000e+02,1.345089726936924421e+02
3.686218261718750000e+02,1.829513437798969449e+02
3.686523437500000000e+02,1.045495124987081965e+02
3.686828613281250000e+02,9.558385341885167463e+01
3.687133789062500000e+02,1.009395377768206572e+02
3.687438964843750000e+02,2.679093625476858165e+02
3.687744140625000000e+02,2.769938577274110685e+02
3.688049316406250000e+02,1.939579180178346860e+02
3.688354492187500000e+02,1.585452656991463982e+02
3.688659667968750000e+02,8.380977894846100895e+00
3.688964843750000000e+02,2.304999656642704622e+02
3.689270019531250000e+02,6.135818855143224226e+01
3.689575195312500000e+02,1.049076386440438142e+02
3.689880371093750000e+02,1.164485734292094037e+02
3.690185546875000000e+02,1.338397890677495070e+02
3.690490722656250000e+02,2.524950035910124484e+02
3.690795898437500000e+02,1.388605201325525513e+02
3.691101074218750000e+02,3.265032200862307263e+02
3.691406250000000000e+02,1.029497919508870751e+02
3.691711425781250000e+02,3.673846346395210105e+01
3.692016601562500000e+02,7.264213907466090347e+01
3.692321777343750000e+02,4.880835211790344630e+01
3.692626953125000000e+02,2.730355499720941381e+01
3.692932128906250000e+02,6.132847419033279124e+01
3.693237304687500000e+02,1.965856302035101635e+02
3.693542480468750000e+02,2.780028088249772509e+02
3.693847656250000000e+02,1.294659878021552117e+02
3.694152832031250000e+02,1.431260808992608418e+02
3.694458007812500000e+02,3.563759131773847457e+02
3.694763183593750000e+02,9.841449408008550392e+01
3.695068359375000000e+02,2.193370460397549095e+02
3.695373535156250000e+02,1.454920160890007992e+02
3.695678710937500000e+02,1.751273263819784631e+02
3.695983886718750000e+02,1.284883979733804154e+02
3.696289062500000000e+02,2.985055411634198208e+02
3.696594238281250000e+02,9.955995673172468230e+01
3.696899414062500000e+02,1.241054960529028932e+02
3.697204589843750000e+02,2.636491549271838153e+02
3.697509765625000000e+02,9.123349388172557894e+01
3.697814941406250000e+02,2.060785712958818010e+02
3.698120117187500000e+02,8.846658557488464680e+01
3.698425292968750000e+02,1.883215474197401988e+02
3.698730468750000000e+02,1.178969611250077776e+02
3.699035644531250000e+02,4.592176978831115974e+01
3.699340820312500000e+02,1.999517474130403514e+02
3.699645996093750000e+02,3.102990867763131178e+01
3.699951171875000000e+02,8.665732883343758886e+01
3.700256347656250000e+02,1.818942181864990175e+02
3.700561523437500000e+02,6.909636734763475374e+01
3.700866699218750000e+02,9.790209125715850291e+01
3.701171875000000000e+02,7.216794990381467301e+01
3.701477050781250000e+02,1.466684951947785294e+02
3.701782226562500000e+02,2.043187377950915220e+02
3.702087402343750000e+02,9.516640195224049137e+01
3.702392578125000000e+02,2.417106541601114884e+02
3.702697753906250000e+02,1.855260552603211579e+02
3.703002929687500000e+02,6.966266045192692502e+01
3.703308105468750000e+02,1.000620277905666029e+02
3.703613281250000000e+02,9.901919917779339642e+01
3.703918457031250000e+02,6.817400604283200494e+01
3.704223632812500000e+02,1.526109573473568162e+02
3.704528808593750000e+02,1.379206939590136187e+02
3.704833984375000000e+02,1.538322665816534425e+02
3.705139160156250000e+02,1.860231704813347733e+02
3.705444335937500000e+02,1.832110158222143070e+02
3.705749511718750000e+02,7.190423897592852143e+01
3.706054687500000000e+02,2.223707650453762312e+02
3.706359863281250000e+02,2.226915717455854065e+02
3.706665039062500000e+02,1.074139429630551632e+02
3.706970214843750000e+02,2.410107480791191676e+02
3.707275390625000000e+02,1.599458008440674064e+02
3.707580566406250000e+02,2.016311981450925828e+02
3.707885742187500000e+02,4.528199272993366975e+01
3.708190917968750000e+02,1.606753566211552595e+02
3.708496093750000000e+02,1.696928095186309520e+02
3.708801269531250000e+02,3.274788565987524436e+01
3.709106445312500000e+02,1.805956037271214711e+02
3.709411621093750000e+02,1.391047092148201045e+02
3.709716796875000000e+02,4.380539688724763892e+02
3.710021972656250000e+02,2.124806596194749488e+02
3.710327148437500000e+02,7.512249101147958186e+01
3.710632324218750000e+02,2.296352853679231316e+02
3.710937500000000000e+02,8.007894824629504527e+00
3.711242675781250000e+02,2.649226780019905618e+02
3.711547851562500000e+02,5.222091888594131603e+01
3.711853027343750000e+02,1.476934616631889412e+02
3.712158203125000000e+02,8.473766899631682747e+01
3.712463378906250000e+02,2.984487645879700040e+02
3.712768554687500000e+02,4.670306368554310694e+01
3.713073730468750000e+02,1.591534399237602884e+02
3.713378906250000000e+02,1.461262482331333104e+02
3.713684082031250000e+02,7.896224266893861454e+01
3.713989257812500000e+02,1.442293812393778296e+02
3.714294433593750000e+02,2.305048912406806494e+02
3.714599609375000000e+02,2.142626502916851052e+02
3.714904785156250000e+02,2.122181920213470789e+02
3.715209960937500000e+02,5.309786453755149438e+01
3.715515136718750000e+02,8.836000524015713609e+01
3.715820312500000000e+02,1.053826028253708103e+02
3.716125488281250000e+02,1.677224201323403463e+02
3.716430664062500000e+02,1.319350358732571635e+02
3.716735839843750000e+02,9.325474745775267138e+01
3.717041015625000000e+02,2.593495008923891874e+02
3.717346191406250000e+02,7.112646815005257395e+01
3.717651367187500000e+02,2.269572834285287399e+02
3.717956542968750000e+02,1.300839127956835171e+02
3.718261718750000000e+02,1.972141721203419422e+02
3.718566894531250000e+02,7.936187555914398217e+01
3.718872070312500000e+02,8.825116766099039012e+01
3.719177246093750000e+02,2.409286355980683538e+02
3.719482421875000000e+02,1.449282461371515183e+02
3.719787597656250000e+02,8.060395630087360530e+01
3.720092773437500000e+02,7.160767675989436043e+01
3.720397949218750000e+02,1.324853164758054618e+02
3.720703125000000000e+02,6.618373918864618588e+01
3.721008300781250000e+02,1.230105081400747338e+02
3.721313476562500000e+02,2.117320518922687995e+02
3.721618652343750000e+02,1.274949939212598906e+02
3.721923828125000000e+02,1.557814114092577427e+02
3.722229003906250000e+02,2.279415298991657721e+02
3.722534179687500000e+02,8.182889991604166369e+01
3.722839355468750000e+02,2.516043186263679843e+02
3.723144531250000000e+02,2.249543729757126584e+02
3.723449707031250000e+02,1.812834416315716055e+02
3.723754882812500000e+02,1.747582242798742129e+02
3.724060058593750000e+02,8.378452347776040199e+01
3.724365234375000000e+02,9.815697059592507401e+01
3.724670410156250000e+02,3.111149947747439910e+02
3.724975585937500000e+02,4.906278047012036581e+01
3.725280761718750000e+02,2.621250875570518701e+02
3.725585937500000000e+02,2.001851898118841859e+02
3.725891113281250000e+02,2.129023006028139378e+02
3.726196289062500000e+02,1.163116598795919714e+02
3.726501464843750000e+02,6.318163284299330229e+01
3.726806640625000000e+02,1.342065347802249846e+02
3.727111816406250000e+02,2.143685314036814020e+02
3.727416992187500000e+02,1.595361923906808954e+02
3.727722167968750000e+02,1.175777960113674538e+02
3.728027343750000000e+02,7.902952088166361477e+01
3.728332519531250000e+02,9.111027031606342064e+01
3.728637695312500000e+02,8.032694225847713199e+01
3.728942871093750000e+02,1.016978850779712502e+02
3.729248046875000000e+02,9.432398436056807611e+01
3.729553222656250000e+02,9.466394381302008298e+01
3.729858398437500000e+02,2.986575007021991723e+02
3.730163574218750000e+02,2.009160669795362253e+02
3.730468750000000000e+02,1.838691658447305315e+02
3.730773925781250000e+02,7.008752254352565103e+01
3.731079101562500000e+02,2.853497071981923341e+02
3.731384277343750000e+02,2.406838623437597562e+02
3.731689453125000000e+02,7.309599105310927314e+01
3.731994628906250000e+02,2.167925619319275654e+02
3.732299804687500000e+02,9.622001869202537705e+01
3.732604980468750000e+02,1.954184703560771652e+02
3.732910156250000000e+02,3.405758827167393576e+01
3.733215332031250000e+02,1.191221907696071867e+02
3.733520507812500000e+02,1.115055892663790900e+02
3.733825683593750000e+02,1.689702522828285964e+02
3.734130859375000000e+02,8.565949403387087102e+01
3.734436035156250000e+02,1.059160572748962039e+02
3.734741210937500000e+02,5.762006420899282944e+01
3.735046386718750000e+02,1.077898455709484296e+02
3.735351562500000000e+02,9.922551757376821513e+01
3.735656738281250000e+02,3.088970427713414324e+02
3.735961914062500000e+02,1.891971528502079423e+02
3.736267089843750000e+02,1.647056593186299835e+02
3.736572265625000000e+02,2.531641351093480807e+02
3.736877441406250000e+02,1.436447366229585043e+02
3.737182617187500000e+02,1.157371342945037185e+02
3.737487792968750000e+02,1.357431201249807202e+02
3.737792968750000000e+02,1.854743464800018842e+02
3.738098144531250000e+02,1.819649172923280389e+02
3.738403320312500000e+02,1.344899720895514008e+02
3.738708496093750000e+02,1.225319490738888248e+02
3.739013671875000000e+02,8.271117106435983146e+01
3.739318847656250000e+02,3.741929673205976314e+02
3.739624023437500000e+02,1.770559127748285277e+02
3.739929199218750000e+02,6.148507374404071868e+01
3.740234375000000000e+02,1.778727500008737081e+02
3.740539550781250000e+02,1.785641043107883945e+02
3.740844726562500000e+02,5.479342294112822742e+01
3.741149902343750000e+02,1.977375385487000585e+02
3.741455078125000000e+02,1.087463109034805342e+02
3.741760253906250000e+02,1.618595729009773549e+02
3.742065429687500000e+02,2.146738769576494690e+02
3.742370605468750000e+02,1.012506257574645900e+02
3.742675781250000000e+02,9.472117816120282896e+01
3.742980957031250000e+02,1.137903395164247655e+02
3.743286132812500000e+02,1.487260051479388494e+02
3.743591308593750000e+02,1.033068912664223973e+02
3.743896484375000000e+02,6.265238833129051699e+01
3.744201660156250000e+02,1.434262692191489919e+02
3.744506835937500000e+02,1.179577550706999318e+02
3.744812011718750000e+02,1.388079917374877255e+02
3.745117187500000000e+02,1.704480254162496351e+02
3.745422363281250000e+02,1.962100217252513517e+02
3.745727539062500000e+02,1.099392463985592485e+02
3.746032714843750000e+02,1.539294102649749618e+02
3.746337890625000000e+02,1.855125048960368304e+02
3.746643066406250000e+02,1.144364670387504930e+02
3.746948242187500000e+02,1.578637026769376632e+02
3.747253417968750000e+02,2.825181069415226602e+02
3.747558593750000000e+02,1.079121243418472886e+02
3.747863769531250000e+02,3.624802105101568372e+02
3.748168945312500000e+02,2.270531557511620235e+02
3.748474121093750000e+02,2.215440318518290042e+02
3.748779296875000000e+02,3.727925224263188397e+02
3.749084472656250000e+02,2.985572260132370275e+02
3.749389648437500000e+02,1.140242686086481854e+02
3.749694824218750000e+02,2.468102050433960244e+02
3.750000000000000000e+02,1.880741933691711267e+02
3.750305175781250000e+02,2.638080176541676991e+01
3.750610351562500000e+02,1.945804305564549566e+02
3.750915527343750000e+02,1.846936934096048049e+02
3.751220703125000000e+02,3.176051862774033339e+02
3.751525878906250000e+02,9.611622668210478082e+01
3.751831054687500000e+02,1.975526376541547791e+02
3.752136230468750000e+02,1.035818314016882908e+02
3.752441406250000000e+02,2.570125000962689228e+02
3.752746582031250000e+02,1.045896472999405518e+02
3.753051757812500000e+02,1.129553886141095802e+02
3.753356933593750000e+02,1.805247752046689129e+02
3.753662109375000000e+02,1.906023858887638767e+02
3.753967285156250000e+02,2.115096866522059145e+02
3.754272460937500000e+02,1.436658551995655841e+02
3.754577636718750000e+02,2.558829845561170089e+02
3.754882812500000000e+02,3.666226367622922311e+01
3.755187988281250000e+02,4.885148807440048557e+01
3.755493164062500000e+02,1.683523911689800059e+02
3.755798339843750000e+02,1.805970570932720420e+02
3.756103515625000000e+02,3.105905637231660421e+02
3.756408691406250000e+02,1.169021158855000380e+02
3.756713867187500000e+02,2.086745571569829849e+02
3.757019042968750000e+02,2.148736174240244452e+02
3.757324218750000000e+02,3.994931528203743909e+01
3.757629394531250000e+02,2.199379347046632560e+01
3.757934570312500000e+02,3.615755024144249319e+01
3.758239746093750000e+02,8.985703537163947985e+00
3.758544921875000000e+02,4.069103258895701458e+01
3.758850097656250000e+02,2.652959515605901402e+02
3.759155273437500000e+02,9.225527629233739901e+01
3.759460449218750000e+02,2.895549989349382258e+01
3.759765625000000000e+02,2.037608860095951115e+02
3.760070800781250000e+02,1.815722701962166639e+02
3.760375976562500000e+02,1.883190501230408813e+02
3.760681152343750000e+02,8.983893541367523028e+01
3.760986328125000000e+02,1.501600391354573105e+02
3.761291503906250000e+02,1.917721007862940326e+02
3.761596679687500000e+02,2.194789432468022596e+02
3.761901855468750000e+02,2.061066624118814161e+02
3.762207031250000000e+02,1.765405758031952246e+02
3.762512207031250000e+02,1.836090797543006659e+02
3.762817382812500000e+02,1.574612732267194417e+02
3.763122558593750000e+02,7.449744953293782146e+01
3.763427734375000000e+02,6.929971005091083214e+01
3.763732910156250000e+02,1.602628427490303977e+02
3.764038085937500000e+02,1.653762612373570278e+02
3.764343261718750000e+02,3.896568537174176754e+02
3.764648437500000000e+02,9.394241679908193987e+01
3.764953613281250000e+02,1.104041775698278656e+02
3.765258789062500000e+02,4.581445471330930985e+01
3.765563964843750000e+02,3.702087513242756245e+02
3.765869140625000000e+02,1.014882199506924820e+02
3.766174316406250000e+02,1.553847089535326802e+02
3.766479492187500000e+02,3.351360493373078953e+01
3.766784667968750000e+02,1.733199126865161759e+02
3.767089843750000000e+02,3.661208456280652257e+01
3.767395019531250000e+02,4.913880631032267132e+01
3.767700195312500000e+02,8.499506153880903980e+01
3.768005371093750000e+02,2.483504840845396302e+02
3.768310546875000000e+02,1.529719161081350762e+02
3.768615722656250000e+02,1.657730404148753962e+02
3.768920898437500000e+02,8.864264215262959112e+01
3.769226074218750000e+02,1.235490188602016133e+02
3.769531250000000000e+02,1.365509575239235289e+02
3.769836425781250000e+02,1.722006291944323664e+02
3.770141601562500000e+02,1.023583568130358543e+02
3.770446777343750000e+02,2.969663502433631947e+02
3.770751953125000000e+02,1.643846364807421310e+02
3.771057128906250000e+02,7.218584416913925850e+01
3.771362304687500000e+02,2.820017495032947181e+02
3.771667480468750000e+02,1.706642135891094654e+02
3.771972656250000000e+02,1.893673369912901592e+02
3.772277832031250000e+02,4.133906918336830216e+01
3.772583007812500000e+02,2.559977259283686521e+02
3.772888183593750000e+02,8.668529998509649204e+01
3.773193359375000000e+02,1.216527230286529715e+02
3.773498535156250000e+02,2.999752675012470604e+02
3.773803710937500000e+02,1.333522913788907829e+02
3.774108886718750000e+02,8.822435757127381351e+01
3.774414062500000000e+02,1.006595262200294059e+02
3.774719238281250000e+02,1.973833106061132980e+02
3.775024414062500000e+02,1.977770414838339548e+02
3.775329589843750000e+02,1.481012824230739398e+02
3.775634765625000000e+02,9.296900325984250912e+01
3.775939941406250000e+02,1.130344050139972722e+02
3.776245117187500000e+02,2.234955471578738297e+02
3.776550292968750000e+02,1.259984943473843515e+02
3.776855468750000000e+02,1.718957546988668810e+02
3.777160644531250000e+02,1.280921272291560342e+02
3.777465820312500000e+02,7.692187685197028202e+01
3.777770996093750000e+02,2.991160437135562233e+02
3.778076171875000000e+02,1.759034948724064407e+02
3.778381347656250000e+02,1.240920580107402742e+02
3.778686523437500000e+02,1.445784015168798931e+02
3.778991699218750000e+02,1.546308755597700610e+02
3.779296875000000000e+02,1.507304617463314287e+02
3.779602050781250000e+02,3.430977832315291209e+01
3.779907226562500000e+02,1.533665193986663269e+02
3.780212402343750000e+02,1.102276375996311515e+02
3.780517578125000000e+02,1.443399270056304431e+02
3.780822753906250000e+02,6.319259057294286208e+01
3.781127929687500000e+02,2.226857153598881780e+02
3.781433105468750000e+02,1.408606814167031303e+02
3.781738281250000000e+02,2.837713762514802056e+02
3.782043457031250000e+02,1.260539717611516863e+02
3.782348632812500000e+02,2.344969474896567760e+02
3.782653808593750000e+02,9.822369875179704479e+01
3.782958984375000000e+02,1.270596063146213481e+02
3.783264160156250000e+02,1.423005107938813012e+02
3.783569335937500000e+02,7.609644237361638375e+01
3.783874511718750000e+02,2.146768143226207712e+02
3.784179687500000000e+02,1.577610457007694151e+02
3.784484863281250000e+02,1.930276289380265098e+02
3.784790039062500000e+02,2.405889702714010809e+02
3.785095214843750000e+02,3.915630213611101453e+02
3.785400390625000000e+02,1.409113451013362805e+02
3.785705566406250000e+02,1.630163375361344720e+02
3.786010742187500000e+02,1.639606960066236354e+02
3.786315917968750000e+02,9.863433571483562901e+01
3.786621093750000000e+02,1.502752516415434627e+02
3.786926269531250000e+02,1.190859528629542297e+02
3.787231445312500000e+02,1.101992368262965272e+02
3.787536621093750000e+02,1.223311789325079530e+02
3.787841796875000000e+02,1.612867541163222995e+02
3.788146972656250000e+02,2.594496704798376641e+02
3.788452148437500000e+02,7.906990035183098087e+01
3.788757324218750000e+02,4.138119833684218918e+01
3.789062500000000000e+02,2.238376437982004461e+02
3.789367675781250000e+02,1.384742743854308742e+02
3.789672851562500000e+02,1.783959219014865596e+02
3.789978027343750000e+02,9.563710007531062729e+01
3.790283203125000000e+02,2.673807854450371906e+02
3.790588378906250000e+02,6.685569346306382954e+01
3.790893554687500000e+02,9.120948957267218304e+01
3.791198730468750000e+02,1.179886588191405394e+02
3.791503906250000000e+02,1.881008947649850427e+02
3.791809082031250000e+02,6.206680990824818878e+01
3.792114257812500000e+02,1.671091313565886765e+02
3.792419433593750000e+02,1.247709450056866558e+02
3.792724609375000000e+02,2.475853631058655822e+02
3.793029785156250000e+02,1.509125163931711313e+02
3.793334960937500000e+02,1.109535032747264012e+02
3.793640136718750000e+02,1.208279085511173889e+02
