Frequency (Hz), |h_k|
-2.121276855468750000e+02,9.287850198147759784e+01
-2.120971679687500000e+02,8.016220974716010517e+01
-2.120666503906250000e+02,4.181722054728608384e+01
-2.120361328125000000e+02,2.311461396648611526e+02
-2.120056152343750000e+02,2.025855776203782455e+02
-2.119750976562500000e+02,9.557886072625774432e+01
-2.119445800781250000e+02,1.895952106733087987e+02
-2.119140625000000000e+02,2.118560033748111380e+02
-2.118835449218750000e+02,1.181476713139406769e+02
-2.118530273437500000e+02,1.019126582214209407e+02
-2.118225097656250000e+02,4.541851449976581989e+01
-2.117919921875000000e+02,1.844310014768746555e+02
-2.117614746093750000e+02,1.928449523123267682e+02
-2.117309570312500000e+02,1.345897358021352659e+02
-2.117004394531250000e+02,2.017870434301100033e+02
-2.116699218750000000e+02,5.871628522270121664e+01
-2.116394042968750000e+02,6.900731152638778099e+01
-2.116088867187500000e+02,1.910881933159527648e+02
-2.115783691406250000e+02,9.290189789687227062e+01
-2.115478515625000000e+02,2.890320549242467791e+02
-2.115173339843750000e+02,1.818826469438581057e+02
-2.114868164062500000e+02,3.671694394234618244e+02
-2.114562988281250000e+02,1.065523530007782540e+02
-2.114257812500000000e+02,2.485439613208596086e+02
-2.113952636718750000e+02,1.297192070959759178e+02
-2.113647460937500000e+02,2.177909292618096799e+02
-2.113342285156250000e+02,3.097293442575102063e+02
-2.113037109375000000e+02,5.500529188263519131e+01
-2.112731933593750000e+02,1.451649235933412854e+02
-2.112426757812500000e+02,3.066195888925802251e+02
-2.112121582031250000e+02,8.000235615399554945e+01
-2.111816406250000000e+02,2.565358808253328107e+02
-2.111511230468750000e+02,9.865471556409335108e+01
-2.111206054687500000e+02,1.970788697768182374e+02
-2.110900878906250000e+02,2.853845735678741562e+02
-2.110595703125000000e+02,1.445702494591133700e+02
-2.110290527343750000e+02,2.012015948606547795e+02
-2.109985351562500000e+02,1.779365291930366197e+02
-2.109680175781250000e+02,1.148308648858652532e+02
-2.109375000000000000e+02,2.306451616922713868e+02
-2.109069824218750000e+02,1.389299737360005338e+02
-2.108764648437500000e+02,9.388877146330793266e+01
-2.108459472656250000e+02,2.009928570744395699e+02
-2.108154296875000000e+02,1.685599841828893091e+02
-2.107849121093750000e+02,1.821568260061700641e+02
-2.107543945312500000e+02,1.049906831923568973e+02
-2.107238769531250000e+02,7.328228158239811307e+01
-2.106933593750000000e+02,7.288821435891644285e+01
-2.106628417968750000e+02,8.852327009595056495e+01
-2.106323242187500000e+02,4.739110764165664591e+01
-2.106018066406250000e+02,6.316330475119435306e+01
-2.105712890625000000e+02,1.958250293193777622e+02
-2.105407714843750000e+02,1.296975388236639901e+02
-2.105102539062500000e+02,6.544452525856542024e+01
-2.104797363281250000e+02,1.607401422731607852e+02
-2.104492187500000000e+02,1.712663804964098517e+02
-2.104187011718750000e+02,2.650198415170790440e+02
-2.103881835937500000e+02,2.523210317797545201e+02
-2.103576660156250000e+02,3.309664907756791763e+02
-2.103271484375000000e+02,1.981835697005829218e+02
-2.102966308593750000e+02,2.152181066249828234e+02
-2.102661132812500000e+02,4.915946563599939623e+01
-2.102355957031250000e+02,4.133886299210042381e+01
-2.102050781250000000e+02,1.504231791916113821e+02
-2.101745605468750000e+02,6.799706362887933153e+01
-2.101440429687500000e+02,8.329598439174966984e+01
-2.101135253906250000e+02,1.021978354852775510e+02
-2.100830078125000000e+02,5.448617390257790305e+01
-2.100524902343750000e+02,9.641229835343222021e+01
-2.100219726562500000e+02,1.191866500657748986e+02
-2.099914550781250000e+02,2.265400639111158796e+02
-2.099609375000000000e+02,9.758546707727983005e+01
-2.099304199218750000e+02,4.640667166878390049e+01
-2.098999023437500000e+02,2.057331770143468930e+02
-2.098693847656250000e+02,1.230441737114036300e+02
-2.098388671875000000e+02,1.254556624381472005e+02
-2.098083496093750000e+02,1.254910762342516648e+02
-2.097778320312500000e+02,9.620556927749970555e+01
-2.097473144531250000e+02,3.210629936329013390e+02
-2.097167968750000000e+02,2.279814174642664426e+01
-2.096862792968750000e+02,1.596686473176268066e+02
-2.096557617187500000e+02,2.326508016354221979e+02
-2.096252441406250000e+02,1.357389792971343354e+02
-2.095947265625000000e+02,2.269424534205031136e+02
-2.095642089843750000e+02,1.483490781325286321e+02
-2.095336914062500000e+02,5.328991615341401200e+01
-2.095031738281250000e+02,1.628414726224493450e+02
-2.094726562500000000e+02,1.927661707622272615e+02
-2.094421386718750000e+02,2.206625021967229543e+02
-2.094116210937500000e+02,1.984206535253033508e+02
-2.093811035156250000e+02,2.217223042226600853e+02
-2.093505859375000000e+02,2.675426787914524240e+01
-2.093200683593750000e+02,1.357708836936203909e+02
-2.092895507812500000e+02,2.585771029716115095e+02
-2.092590332031250000e+02,2.022603391990787998e+02
-2.092285156250000000e+02,1.309852337734650405e+02
-2.091979980468750000e+02,8.418783115717000953e+01
-2.091674804687500000e+02,2.662380449708883816e+02
-2.091369628906250000e+02,2.387511597804458745e+02
-2.091064453125000000e+02,1.064800212540171174e+02
-2.090759277343750000e+02,2.227553782807325788e+01
-2.090454101562500000e+02,1.492033249759637670e+02
-2.090148925781250000e+02,3.319850515179673067e+01
-2.089843750000000000e+02,9.406721443112984105e+01
-2.089538574218750000e+02,9.047884917460935128e+01
-2.089233398437500000e+02,4.301418557154638478e+01
-2.088928222656250000e+02,1.691604918487118994e+02
-2.088623046875000000e+02,2.005628606925810971e+02
-2.088317871093750000e+02,8.924983206491936016e+01
-2.088012695312500000e+02,1.142790977429389017e+02
-2.087707519531250000e+02,1.078993466534674326e+02
-2.087402343750000000e+02,6.829411577282513690e+01
-2.087097167968750000e+02,2.143293205638518018e+01
-2.086791992187500000e+02,1.446650246170272283e+02
-2.086486816406250000e+02,1.596189639068832662e+02
-2.086181640625000000e+02,2.093183701748147882e+02
-2.085876464843750000e+02,4.315749219684765592e+01
-2.085571289062500000e+02,8.069975889207887576e+01
-2.085266113281250000e+02,1.387151187234451299e+02
-2.084960937500000000e+02,6.900719178419335265e+01
-2.084655761718750000e+02,1.489018676189010932e+02
-2.084350585937500000e+02,9.887027152124395002e+01
-2.084045410156250000e+02,1.471761856306071081e+02
-2.083740234375000000e+02,1.460997160446077601e+02
-2.083435058593750000e+02,1.485477017243895546e+02
-2.083129882812500000e+02,1.551222756196957278e+02
-2.082824707031250000e+02,3.430565056670964168e+02
-2.082519531250000000e+02,2.856781113588959897e+02
-2.082214355468750000e+02,1.374844926250775927e+02
-2.081909179687500000e+02,9.388948750789298003e+01
-2.081604003906250000e+02,2.331944278972374320e+02
-2.081298828125000000e+02,9.640289587601508003e+01
-2.080993652343750000e+02,1.713276146070414541e+02
-2.080688476562500000e+02,1.940803946773806672e+02
-2.080383300781250000e+02,6.513814919918036139e+01
-2.080078125000000000e+02,1.808320027685552134e+02
-2.079772949218750000e+02,1.982569147368209883e+01
-2.079467773437500000e+02,2.468800435279176497e+02
-2.079162597656250000e+02,2.333125458749868528e+02
-2.078857421875000000e+02,2.141514984757316995e+02
-2.078552246093750000e+02,3.136235268909935030e+02
-2.078247070312500000e+02,3.578255094727763890e+02
-2.077941894531250000e+02,2.877713857920800251e+02
-2.077636718750000000e+02,3.147093224802436566e+02
-2.077331542968750000e+02,1.281884042993437163e+02
-2.077026367187500000e+02,1.481352128689067911e+02
-2.076721191406250000e+02,1.813277028092648777e+02
-2.076416015625000000e+02,1.184969757156814580e+02
-2.076110839843750000e+02,1.251787163428839307e+02
-2.075805664062500000e+02,1.506405119187832611e+02
-2.075500488281250000e+02,2.487845392613942295e+02
-2.075195312500000000e+02,1.512376748313849077e+02
-2.074890136718750000e+02,3.873235966174557632e+01
-2.074584960937500000e+02,1.333456959193771354e+02
-2.074279785156250000e+02,2.405840290920567384e+02
-2.073974609375000000e+02,3.109767806915705251e+02
-2.073669433593750000e+02,1.986330349824816324e+02
-2.073364257812500000e+02,1.146965230284829005e+02
-2.073059082031250000e+02,2.299119026973037592e+02
-2.072753906250000000e+02,1.858423705887229289e+02
-2.072448730468750000e+02,2.110195204614420845e+02
-2.072143554687500000e+02,8.086498855105183736e+01
-2.071838378906250000e+02,2.454992660133162872e+02
-2.071533203125000000e+02,2.265126440173831952e+02
-2.071228027343750000e+02,1.371026412520379267e+02
-2.070922851562500000e+02,6.529865206340107875e+01
-2.070617675781250000e+02,3.133687214266479941e+02
-2.070312500000000000e+02,1.402315082024856849e+02
-2.070007324218750000e+02,3.082873560340829044e+02
-2.069702148437500000e+02,1.283937852959461736e+02
-2.069396972656250000e+02,2.268457417790030206e+02
-2.069091796875000000e+02,1.238510678100275868e+02
-2.068786621093750000e+02,1.686338562258303284e+02
-2.068481445312500000e+02,1.290855090853081037e+02
-2.068176269531250000e+02,2.553003533048424458e+02
-2.067871093750000000e+02,2.080844472909504930e+02
-2.067565917968750000e+02,1.653885556285729024e+02
-2.067260742187500000e+02,1.111280490516843997e+02
-2.066955566406250000e+02,1.044448449820974929e+02
-2.066650390625000000e+02,1.319670596361049775e+02
-2.066345214843750000e+02,1.518838783738339089e+02
-2.066040039062500000e+02,2.331676774978441813e+02
-2.065734863281250000e+02,4.821439899571386434e+01
-2.065429687500000000e+02,3.031812915051740447e+02
-2.065124511718750000e+02,3.691370400925430886e+02
-2.064819335937500000e+02,6.463283343288152594e+01
-2.064514160156250000e+02,4.775274264385250689e+01
-2.064208984375000000e+02,5.407818187131253751e+01
-2.063903808593750000e+02,2.151013367851949170e+02
-2.063598632812500000e+02,1.029609886063364712e+02
-2.063293457031250000e+02,2.297783886002136740e+02
-2.062988281250000000e+02,2.937911551491650997e+01
-2.062683105468750000e+02,6.878792600556373316e+01
-2.062377929687500000e+02,1.169704934086566510e+02
-2.062072753906250000e+02,2.850529608596344247e+02
-2.061767578125000000e+02,1.748467188166566189e+02
-2.061462402343750000e+02,1.154688407880306187e+02
-2.061157226562500000e+02,4.885053340818922152e+01
-2.060852050781250000e+02,2.487792588732279171e+02
-2.060546875000000000e+02,2.756861157061277368e+02
-2.060241699218750000e+02,1.593083329789025413e+02
-2.059936523437500000e+02,2.050754024307059922e+02
-2.059631347656250000e+02,2.180320689185625440e+02
-2.059326171875000000e+02,3.994406959061082034e+02
-2.059020996093750000e+02,2.294348169841931053e+02
-2.058715820312500000e+02,3.389738479990268729e+02
-2.058410644531250000e+02,1.820684078034710467e+02
-2.058105468750000000e+02,1.114555615883151489e+02
-2.057800292968750000e+02,4.851437114222276392e+01
-2.057495117187500000e+02,1.039377096646655616e+02
-2.057189941406250000e+02,5.978102371189685726e+01
-2.056884765625000000e+02,2.176677133428128457e+02
-2.056579589843750000e+02,1.407927523954235198e+02
-2.056274414062500000e+02,2.193240395095156714e+02
-2.055969238281250000e+02,2.156407116460464692e+02
-2.055664062500000000e+02,1.287291095921328008e+02
-2.055358886718750000e+02,4.512395125759947234e+01
-2.055053710937500000e+02,2.019117468328296923e+02
-2.054748535156250000e+02,2.876215981129699344e+02
-2.054443359375000000e+02,1.211979737147274676e+02
-2.054138183593750000e+02,2.807250246712886224e+02
-2.053833007812500000e+02,2.945257170570660605e+02
-2.053527832031250000e+02,2.251091376647121081e+02
-2.053222656250000000e+02,1.087494710918952023e+02
-2.052917480468750000e+02,1.661887213500766052e+02
-2.052612304687500000e+02,1.941491599889307906e+02
-2.052307128906250000e+02,6.338271033332824800e+01
-2.052001953125000000e+02,9.969804766776626082e+01
-2.051696777343750000e+02,2.610248988586228052e+02
-2.051391601562500000e+02,1.975676093779422047e+02
-2.051086425781250000e+02,1.995138305930226181e+02
-2.050781250000000000e+02,2.067590229980386312e+02
-2.050476074218750000e+02,1.473704936160403633e+02
-2.050170898437500000e+02,2.071911707881137943e+02
-2.049865722656250000e+02,1.116907961180057214e+02
-2.049560546875000000e+02,1.414690527136756941e+02
-2.049255371093750000e+02,1.933618524855972396e+02
-2.048950195312500000e+02,8.901465016036540590e+01
-2.048645019531250000e+02,1.337095666944384504e+02
-2.048339843750000000e+02,1.931797727656653763e+02
-2.048034667968750000e+02,7.971329388223352908e+01
-2.047729492187500000e+02,9.433234906427024669e+01
-2.047424316406250000e+02,1.968804594181113146e+02
-2.047119140625000000e+02,2.324487881582717250e+02
-2.046813964843750000e+02,2.302940586868834316e+02
-2.046508789062500000e+02,2.305991378626938797e+02
-2.046203613281250000e+02,2.308452268894415056e+02
-2.045898437500000000e+02,1.956061728122060686e+02
-2.045593261718750000e+02,9.281719519389888262e+01
-2.045288085937500000e+02,3.760498592704146859e+01
-2.044982910156250000e+02,9.360827203217418457e+01
-2.044677734375000000e+02,8.885939486543607302e+01
-2.044372558593750000e+02,2.225793023967272006e+02
-2.044067382812500000e+02,4.930190438031273459e+01
-2.043762207031250000e+02,2.239980807838157375e+02
-2.043457031250000000e+02,8.256616684236649917e+01
-2.043151855468750000e+02,9.797836634725021554e+01
-2.042846679687500000e+02,2.055053086855449465e+02
-2.042541503906250000e+02,2.579859193286201844e+02
-2.042236328125000000e+02,1.934427597584560203e+02
-2.041931152343750000e+02,1.333269682656223551e+02
-2.041625976562500000e+02,8.874959617271200329e+01
-2.041320800781250000e+02,2.736760721445602940e+02
-2.041015625000000000e+02,1.532244314763201771e+02
-2.040710449218750000e+02,1.470677699275056227e+02
-2.040405273437500000e+02,1.004446030078696452e+02
-2.040100097656250000e+02,1.460474330873772999e+02
-2.039794921875000000e+02,1.627595527172403251e+02
-2.039489746093750000e+02,1.937913771111705046e+02
-2.039184570312500000e+02,2.545639199501048893e+02
-2.038879394531250000e+02,1.402284874170663613e+02
-2.038574218750000000e+02,7.425519852366777229e+01
-2.038269042968750000e+02,2.719445711379727868e+02
-2.037963867187500000e+02,2.903265383434984415e+02
-2.037658691406250000e+02,1.244467039398448520e+02
-2.037353515625000000e+02,1.810570016659095245e+02
-2.037048339843750000e+02,2.878009265514501180e+02
-2.036743164062500000e+02,1.248234822692099755e+02
-2.036437988281250000e+02,4.232692907558697470e+01
-2.036132812500000000e+02,6.456210057277365877e+01
-2.035827636718750000e+02,2.509841669753754445e+02
-2.035522460937500000e+02,2.163373946164549579e+02
-2.035217285156250000e+02,2.198004402171779077e+02
-2.034912109375000000e+02,1.412128017580705546e+02
-2.034606933593750000e+02,1.134133194003181160e+02
-2.034301757812500000e+02,3.409347778796384318e+02
-2.033996582031250000e+02,6.599004432897201866e+01
-2.033691406250000000e+02,2.190038829763646504e+02
-2.033386230468750000e+02,7.713147004959049013e+01
-2.033081054687500000e+02,1.094380288053129675e+02
-2.032775878906250000e+02,1.605005298712352442e+02
-2.032470703125000000e+02,1.539634995841171872e+02
-2.032165527343750000e+02,1.208572278698580504e+02
-2.031860351562500000e+02,1.894394552911551557e+02
-2.031555175781250000e+02,2.589279491997951368e+02
-2.031250000000000000e+02,2.567805386862984278e+02
-2.030944824218750000e+02,1.412593553814678273e+02
-2.030639648437500000e+02,7.657864659877145641e+01
-2.030334472656250000e+02,1.824880497359262392e+02
-2.030029296875000000e+02,2.746639353537122474e+02
-2.029724121093750000e+02,1.745528058530381657e+02
-2.029418945312500000e+02,2.722052872513792181e+02
-2.029113769531250000e+02,2.422438486556247881e+02
-2.028808593750000000e+02,1.578058765710893852e+02
-2.028503417968750000e+02,2.114298248111392695e+02
-2.028198242187500000e+02,1.658965888980501973e+02
-2.027893066406250000e+02,1.202840433828404656e+02
-2.027587890625000000e+02,1.363858074054631970e+02
-2.027282714843750000e+02,1.142012316961746308e+02
-2.026977539062500000e+02,2.239860735154672966e+02
-2.026672363281250000e+02,1.119450640693669072e+02
-2.026367187500000000e+02,1.843124655393429805e+02
-2.026062011718750000e+02,2.974122019860171235e+02
-2.025756835937500000e+02,2.800487120637062617e+02
-2.025451660156250000e+02,3.923946607234024953e+01
-2.025146484375000000e+02,3.606673216401997593e+02
-2.024841308593750000e+02,1.892113159688930750e+02
-2.024536132812500000e+02,7.448296852045315575e+01
-2.024230957031250000e+02,2.122867924121510441e+02
-2.023925781250000000e+02,2.383007523811277508e+02
-2.023620605468750000e+02,1.777186714552486251e+02
-2.023315429687500000e+02,1.400363578498315178e+02
-2.023010253906250000e+02,1.690744405256997140e+02
-2.022705078125000000e+02,1.747295217522930102e+02
-2.022399902343750000e+02,2.142488253543134249e+02
-2.022094726562500000e+02,1.581612503710282169e+02
-2.021789550781250000e+02,1.874381937516544099e+02
-2.021484375000000000e+02,1.074245249275074627e+02
-2.021179199218750000e+02,2.540135731514141639e+02
-2.020874023437500000e+02,9.399768111929761005e+01
-2.020568847656250000e+02,1.167143172770789334e+02
-2.020263671875000000e+02,8.673752790531534629e+01
-2.019958496093750000e+02,2.076953848656085881e+02
-2.019653320312500000e+02,1.139001078910753790e+02
-2.019348144531250000e+02,1.526272819877156053e+02
-2.019042968750000000e+02,1.360515617607271111e+02
-2.018737792968750000e+02,2.188691278133140656e+02
-2.018432617187500000e+02,1.779936505645045486e+02
-2.018127441406250000e+02,2.468430115413300712e+02
-2.017822265625000000e+02,1.965970295995241770e+02
-2.017517089843750000e+02,2.905411464596153337e+02
-2.017211914062500000e+02,1.210195597756611505e+02
-2.016906738281250000e+02,2.961143033872011188e+02
-2.016601562500000000e+02,1.974909164470060716e+02
-2.016296386718750000e+02,2.000433536471648495e+02
-2.015991210937500000e+02,1.248778102720658154e+02
-2.015686035156250000e+02,1.213782930950220020e+02
-2.015380859375000000e+02,1.685893923435829720e+02
-2.015075683593750000e+02,2.977992085979323633e+02
-2.014770507812500000e+02,9.947141959725189508e+01
-2.014465332031250000e+02,3.868099386439865839e+02
-2.014160156250000000e+02,2.191102411684505569e+02
-2.013854980468750000e+02,8.373649026568021725e+01
-2.013549804687500000e+02,6.440416819990134911e+01
-2.013244628906250000e+02,1.536327340451525743e+02
-2.012939453125000000e+02,6.624537314020062695e+01
-2.012634277343750000e+02,9.085007090666780982e+01
-2.012329101562500000e+02,1.044237790207417476e+02
-2.012023925781250000e+02,2.130827881883504560e+01
-2.011718750000000000e+02,1.116355151466542992e+02
-2.011413574218750000e+02,2.098432615798757297e+02
-2.011108398437500000e+02,2.368847797261325354e+02
-2.010803222656250000e+02,1.605122568434821630e+02
-2.010498046875000000e+02,6.749834920193256949e+01
-2.010192871093750000e+02,8.588046591264023277e+01
-2.009887695312500000e+02,3.193032067325896151e+01
-2.009582519531250000e+02,1.367574239827445979e+02
-2.009277343750000000e+02,7.453024712537877861e+01
-2.008972167968750000e+02,1.457946356045598577e+02
-2.008666992187500000e+02,2.060400579668683463e+02
-2.008361816406250000e+02,2.357339243736236369e+02
-2.008056640625000000e+02,1.724674316381077119e+02
-2.007751464843750000e+02,2.406814649833153794e+02
-2.007446289062500000e+02,7.902298109058546061e+01
-2.007141113281250000e+02,2.876927305919409150e+02
-2.006835937500000000e+02,5.620434381305269511e+01
-2.006530761718750000e+02,1.250914813973322453e+02
-2.006225585937500000e+02,1.856989977896157313e+02
-2.005920410156250000e+02,2.007499441586853948e+02
-2.005615234375000000e+02,3.992836842664609520e+01
-2.005310058593750000e+02,7.722840850685642522e+01
-2.005004882812500000e+02,3.471828687930289448e+02
-2.004699707031250000e+02,6.820998071833147947e+01
-2.004394531250000000e+02,9.613030076876506769e+01
-2.004089355468750000e+02,2.115789914956847895e+02
-2.003784179687500000e+02,2.182383340587809926e+02
-2.003479003906250000e+02,1.492686188110927787e+02
-2.003173828125000000e+02,1.523527210695314693e+02
-2.002868652343750000e+02,1.026877525902561672e+02
-2.002563476562500000e+02,1.480210865421342135e+02
-2.002258300781250000e+02,1.157288533438322702e+02
-2.001953125000000000e+02,9.189484656404425778e+01
-2.001647949218750000e+02,2.462262349984031289e+02
-2.001342773437500000e+02,9.231934323942633114e+01
-2.001037597656250000e+02,2.284708486985054492e+02
-2.000732421875000000e+02,1.668859026640493823e+02
-2.000427246093750000e+02,1.899790005185162727e+02
-2.000122070312500000e+02,1.326635718077608885e+02
-1.999816894531250000e+02,1.960411208326651433e+02
-1.999511718750000000e+02,1.530755939041960403e+02
-1.999206542968750000e+02,1.324097791524809509e+02
-1.998901367187500000e+02,2.223446487859276886e+02
-1.998596191406250000e+02,4.850308031852462420e+01
-1.998291015625000000e+02,1.575811660478096883e+02
-1.997985839843750000e+02,2.621356170797137679e+02
-1.997680664062500000e+02,1.413297480588373389e+02
-1.997375488281250000e+02,2.489774681317327918e+02
-1.997070312500000000e+02,1.697632784984582486e+02
-1.996765136718750000e+02,2.710967420028657102e+02
-1.996459960937500000e+02,1.069632059786178928e+02
-1.996154785156250000e+02,3.655143873857575443e+01
-1.995849609375000000e+02,2.742661676950253309e+02
-1.995544433593750000e+02,1.785226091029960571e+02
-1.995239257812500000e+02,8.283273020620752902e+01
-1.994934082031250000e+02,1.145620780194960986e+02
-1.994628906250000000e+02,1.613158447899306225e+02
-1.994323730468750000e+02,3.293008980341281813e+02
-1.994018554687500000e+02,2.304107244423263694e+02
-1.993713378906250000e+02,8.631572789737012386e+01
-1.993408203125000000e+02,1.156485793563677476e+02
-1.993103027343750000e+02,2.103238966118151438e+02
-1.992797851562500000e+02,1.082460023209778797e+02
-1.992492675781250000e+02,1.862434804809646494e+02
-1.992187500000000000e+02,9.782434385685698430e+01
-1.991882324218750000e+02,1.059884098113157620e+02
-1.991577148437500000e+02,3.581384971635806096e+02
-1.991271972656250000e+02,2.621306532173942401e+02
-1.990966796875000000e+02,1.174424985311888463e+02
-1.990661621093750000e+02,1.144246353705956381e+02
-1.990356445312500000e+02,1.832619275298325476e+02
-1.990051269531250000e+02,2.300316913545508442e+02
-1.989746093750000000e+02,1.459797875932335387e+02
-1.989440917968750000e+02,1.694879100689751965e+02
-1.989135742187500000e+02,2.199823710727746118e+02
-1.988830566406250000e+02,1.357130395828523888e+02
-1.988525390625000000e+02,5.107798502294884457e+01
-1.988220214843750000e+02,1.207801503279772533e+02
-1.987915039062500000e+02,2.088873874176047707e+02
-1.987609863281250000e+02,3.691825712981823244e+02
-1.987304687500000000e+02,2.438757742537307251e+02
-1.986999511718750000e+02,2.900362749805315730e+02
-1.986694335937500000e+02,1.395985172701644501e+02
-1.986389160156250000e+02,5.705651613987088666e+01
-1.986083984375000000e+02,4.072343183001176925e+01
-1.985778808593750000e+02,1.769165214609018619e+02
-1.985473632812500000e+02,8.249937134761360369e+01
-1.985168457031250000e+02,1.947527776207188310e+02
-1.984863281250000000e+02,8.782040801009145525e+01
-1.984558105468750000e+02,9.529174385241582002e+01
-1.984252929687500000e+02,7.027118614469725344e+01
-1.983947753906250000e+02,2.584344134898868788e+02
-1.983642578125000000e+02,1.355531533771780914e+02
-1.983337402343750000e+02,1.635922003010884680e+02
-1.983032226562500000e+02,4.388013212887170766e+01
-1.982727050781250000e+02,2.265025082361495095e+02
-1.982421875000000000e+02,1.289904793316335372e+02
-1.982116699218750000e+02,6.005971464234106350e+01
-1.981811523437500000e+02,1.826001113289704563e+02
-1.981506347656250000e+02,4.355449515650781791e+02
-1.981201171875000000e+02,1.699585990080445015e+02
-1.980895996093750000e+02,1.902628887829771713e+02
-1.980590820312500000e+02,1.718264017183609838e+02
-1.980285644531250000e+02,2.862226832051523502e+02
-1.979980468750000000e+02,2.085740428232781483e+02
-1.979675292968750000e+02,1.233166686225460609e+02
-1.979370117187500000e+02,1.353472021412829349e+02
-1.979064941406250000e+02,1.278728861453485877e+02
-1.978759765625000000e+02,2.696395267799790645e+02
-1.978454589843750000e+02,2.104611719215928076e+02
-1.978149414062500000e+02,3.401308285973738066e+02
-1.977844238281250000e+02,1.988949914173051070e+02
-1.977539062500000000e+02,1.145112535528407562e+02
-1.977233886718750000e+02,1.832749230430549119e+02
-1.976928710937500000e+02,1.162999342018765674e+02
-1.976623535156250000e+02,1.262848812991114613e+02
-1.976318359375000000e+02,2.851460679398273896e+02
-1.976013183593750000e+02,2.226507200807909328e+02
-1.975708007812500000e+02,1.359047489782103071e+02
-1.975402832031250000e+02,5.537149501001474050e+01
-1.975097656250000000e+02,5.731838995863997610e+01
-1.974792480468750000e+02,1.383902070225378509e+02
-1.974487304687500000e+02,2.467848777612828997e+02
-1.974182128906250000e+02,2.100921808720472086e+02
-1.973876953125000000e+02,3.174695384010187809e+02
-1.973571777343750000e+02,1.705684748406083600e+02
-1.973266601562500000e+02,4.751636913008345431e+01
-1.972961425781250000e+02,8.345177223629596597e+01
-1.972656250000000000e+02,1.572526331070922367e+02
-1.972351074218750000e+02,1.080967309823979292e+02
-1.972045898437500000e+02,1.545804535876927730e+02
-1.971740722656250000e+02,2.045750710673721926e+02
-1.971435546875000000e+02,1.412464316942504468e+02
-1.971130371093750000e+02,5.710427921980971888e+01
-1.970825195312500000e+02,2.100347478599953206e+02
-1.970520019531250000e+02,1.070463080494923247e+02
-1.970214843750000000e+02,1.242356384340256739e+02
-1.969909667968750000e+02,1.820697158540978080e+02
-1.969604492187500000e+02,2.230305753416335222e+02
-1.969299316406250000e+02,1.210048801565004197e+02
-1.968994140625000000e+02,2.069817034705999106e+02
-1.968688964843750000e+02,1.000622785991663477e+02
-1.968383789062500000e+02,2.968096245639391029e+01
-1.968078613281250000e+02,7.431667470827353839e+01
-1.967773437500000000e+02,2.188996833108744511e+02
-1.967468261718750000e+02,3.460708423321562464e+02
-1.967163085937500000e+02,3.511775505658598604e+02
-1.966857910156250000e+02,2.078779324293406034e+02
-1.966552734375000000e+02,1.123590394605837446e+02
-1.966247558593750000e+02,1.301474294478264540e+02
-1.965942382812500000e+02,5.049698768619923328e+01
-1.965637207031250000e+02,1.159179310899127415e+02
-1.965332031250000000e+02,2.936100858644122695e+02
-1.965026855468750000e+02,2.731068743072070788e+02
-1.964721679687500000e+02,1.341730000244400571e+02
-1.964416503906250000e+02,1.083523997593827914e+02
-1.964111328125000000e+02,1.201149951799015838e+02
-1.963806152343750000e+02,1.278588718246704161e+02
-1.963500976562500000e+02,1.032036145409282994e+02
-1.963195800781250000e+02,2.333553319380598623e+02
-1.962890625000000000e+02,1.393443047655979967e+02
-1.962585449218750000e+02,2.177597605361036983e+02
-1.962280273437500000e+02,7.357865027083931864e+01
-1.961975097656250000e+02,1.165581429902030095e+02
-1.961669921875000000e+02,5.043787905192480281e+01
-1.961364746093750000e+02,1.014050219712464269e+02
-1.961059570312500000e+02,9.340632644745430468e+01
-1.960754394531250000e+02,3.433558909486224593e+02
-1.960449218750000000e+02,9.712771307574379875e+01
-1.960144042968750000e+02,9.941446253965079904e+01
-1.959838867187500000e+02,5.463773911896141300e+01
-1.959533691406250000e+02,1.621060782999589378e+02
-1.959228515625000000e+02,3.071478047865133476e+02
-1.958923339843750000e+02,7.295072210713351524e+01
-1.958618164062500000e+02,1.634288977462915113e+02
-1.958312988281250000e+02,1.004792827341383514e+02
-1.958007812500000000e+02,1.701782463719147529e+02
-1.957702636718750000e+02,2.587183971394434678e+01
-1.957397460937500000e+02,1.596848989538418948e+02
-1.957092285156250000e+02,2.442147855256754383e+02
-1.956787109375000000e+02,1.303188648904344973e+02
-1.956481933593750000e+02,1.853664417565570375e+02
-1.956176757812500000e+02,1.488109887465746226e+02
-1.955871582031250000e+02,1.815284395936197370e+02
-1.955566406250000000e+02,9.002313878099921851e+01
-1.955261230468750000e+02,2.227613033047509248e+02
-1.954956054687500000e+02,2.433151791739851149e+02
-1.954650878906250000e+02,5.021626968204181907e+01
-1.954345703125000000e+02,1.713609135517488653e+02
-1.954040527343750000e+02,2.211203839980591965e+02
-1.953735351562500000e+02,1.829928208475363647e+02
-1.953430175781250000e+02,1.954601742473852539e+02
-1.953125000000000000e+02,1.813505773594572759e+02
-1.952819824218750000e+02,8.161163833901879627e+01
-1.952514648437500000e+02,1.661002271459292956e+02
-1.952209472656250000e+02,1.428007375760365960e+02
-1.951904296875000000e+02,1.640791596460016706e+02
-1.951599121093750000e+02,1.878626932876079252e+02
-1.951293945312500000e+02,1.697842861512544914e+02
-1.950988769531250000e+02,2.363679121399208611e+02
